Nº doc.,Texto,Oc,CeBe,Proveedor / Usuario,Solicitante OC,Importe en ML,Lib.mayor,Cuenta Contable,Cuenta SV,Mes,Periodo,Año Academico,CeCo
6600108371,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600108372,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600111384,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,909,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600111642,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,640,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600111643,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,102,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600114446,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,77,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600115195,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,288,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600116555,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,800,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600116556,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,24,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600116622,IVA GRAVADO EXENTO,,5695101000,IVA GRAVADO EXENTO,,278,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
6600100134,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,680,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600102784,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,110,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600102785,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,55,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600108105,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,763,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600108373,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600108374,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,10,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600111385,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,825,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600114447,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,77,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600115196,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,288,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600116557,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,800,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600116558,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,24,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600116623,IVA GRAVADO EXENTO,,5695102000,IVA GRAVADO EXENTO,,278,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
6600102786,IVA GRAVADO EXENTO,,5695103000,IVA GRAVADO EXENTO,,110,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695103000 - Atraccion Maestria
6600106984,IVA GRAVADO EXENTO,,5695103000,IVA GRAVADO EXENTO,,1600,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695103000 - Atraccion Maestria
6600111386,IVA GRAVADO EXENTO,,5695103000,IVA GRAVADO EXENTO,,294,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695103000 - Atraccion Maestria
6600113968,IVA GRAVADO EXENTO,,5695103000,IVA GRAVADO EXENTO,,856,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695103000 - Atraccion Maestria
6600114448,IVA GRAVADO EXENTO,,5695103000,IVA GRAVADO EXENTO,,77,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695103000 - Atraccion Maestria
6600115376,IVA GRAVADO EXENTO,,5695103000,IVA GRAVADO EXENTO,,324,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695103000 - Atraccion Maestria
6600116774,IVA GRAVADO EXENTO,,5695103000,IVA GRAVADO EXENTO,,288,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695103000 - Atraccion Maestria
6600102787,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,110,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600106985,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,1600,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600111387,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,847,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600111592,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,198,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600111593,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,32,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600113969,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,856,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600114449,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,77,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600115377,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,324,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600116775,IVA GRAVADO EXENTO,,5695104000,IVA GRAVADO EXENTO,,288,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5695104000 - Atraccion Ejecutivo
6600105853,IVA GRAVADO EXENTO,,5699903000,IVA GRAVADO EXENTO,,70,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5699903000 - Comisiones Bancarias
6600108674,IVA GRAVADO EXENTO,,5699903000,IVA GRAVADO EXENTO,,27,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5699903000 - Comisiones Bancarias
6600112025,IVA GRAVADO EXENTO,,5699903000,IVA GRAVADO EXENTO,,189,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5699903000 - Comisiones Bancarias
6600112057,IVA GRAVADO EXENTO,,5699903000,IVA GRAVADO EXENTO,,185,7115050003,IVA acred pagado, IVA,Agosto,SEM 1,2025,UF_5699903000 - Comisiones Bancarias
6600116751,IVA GRAVADO EXENTO,,5699903000,IVA GRAVADO EXENTO,,95,7115050003,IVA acred pagado, IVA,Septiembre,SEM 1,2025,UF_5699903000 - Comisiones Bancarias
1900009187,IYV Mayo-Agosto 2025 Especialidad,,5692003000,TESORERIA DE LA FEDERACION,,120,7115040006,Trámites ante la SEP, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
1900009186,IYV Mayo-Agosto 2025 Maestria Tetramestral,,5692003000,TESORERIA DE LA FEDERACION,,17102,7115040006,Trámites ante la SEP, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
1900009185,IYV Mayo-Agosto 2025 Maestria Trimestre Abr-Jun,,5692003000,TESORERIA DE LA FEDERACION,,120,7115040006,Trámites ante la SEP, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
1900009182,IYV Mayo-Agosto 2025 Profesional Asociado Tetrames,,5692003000,TESORERIA DE LA FEDERACION,,241,7115040006,Trámites ante la SEP, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
1900009184,IYV Mayo-Agosto 2025 Profesional Tetramestral,,5692003000,TESORERIA DE LA FEDERACION,,12767,7115040006,Trámites ante la SEP, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692003000 - Admon Academica
5000027632,JABONLIQUIDOP/MANOSPARADISEFOAM4L,942921,5694803000,BETA PROCESOS SA DE CV    (0000038477),JOSÉ EDGARD FAVELA LARA,2400,7115101005,Materiales y Artículos de Limpieza, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694803000 - Servicio de limpieza
5000024571,JERINGAMATERIALMEDICO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,166,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5700013065,JESÚS MANUEL LIMÓN ESCAREÑO,,5695101000,CONCUR/EFECTIVO,,982,7115030001,Transportación, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013791,JESÚS MANUEL LIMÓN ESCAREÑO,,5695101000,CONCUR/EFECTIVO,,1820,7115030001,Transportación, Gastos de Viaje,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700014493,JESÚS MANUEL LIMÓN ESCAREÑO,,5695101000,CONCUR/EFECTIVO,,4730,7115030001,Transportación, Gastos de Viaje,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013065,JESÚS MANUEL LIMÓN ESCAREÑO,,5695101000,CONCUR/EFECTIVO,,891,7115030004,Alimentacion, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013791,JESÚS MANUEL LIMÓN ESCAREÑO,,5695101000,CONCUR/EFECTIVO,,8272,7115030004,Alimentacion, Gastos de Viaje,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700014493,JESÚS MANUEL LIMÓN ESCAREÑO,,5695101000,CONCUR/EFECTIVO,,6869,7115030004,Alimentacion, Gastos de Viaje,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700014772,JESÚS MANUEL LIMÓN ESCAREÑO,,5695101000,CONCUR/EFECTIVO,,1421,7115070024,Comidas Servidas Empleados ND, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013997,JUAN RAMÓN VÁZQUEZ ASCENCIO,,5690103000,CONCUR/AMEX,,4550,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5690103000 - Preparatoria
5700013997,JUAN RAMÓN VÁZQUEZ ASCENCIO,,5690104000,CONCUR/AMEX,,6430,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
5700013997,JUAN RAMÓN VÁZQUEZ ASCENCIO,,5690104000,CONCUR/AMEX,,978,7115070011,Gastos operativos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
5700013997,JUAN RAMÓN VÁZQUEZ ASCENCIO,,5695101000,CONCUR/AMEX,,209,7115030005,ND Alimentacion, Gastos de Viaje,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013997,JUAN RAMÓN VÁZQUEZ ASCENCIO,,5695101000,CONCUR/AMEX,,1800,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5695101000 - Atraccion Prepa
5700013997,JUAN RAMÓN VÁZQUEZ ASCENCIO,,5695102000,CONCUR/AMEX,,209,7115030005,ND Alimentacion, Gastos de Viaje,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
5700013997,JUAN RAMÓN VÁZQUEZ ASCENCIO,,5695102000,CONCUR/AMEX,,1800,7115070002,Atenciones a visitantes y externos, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5695102000 - Atraccion Prof
5000030030,JUEGODEPIVOTEP/PUERTA,953613,5694801000,SERGIO  GUANGORENA CERVANTES (0000531195),JOSÉ EDGARD FAVELA LARA,3200,7115101001,Materiales en general, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
5000024554,KETOROLACO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,330,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024587,KETOROLACO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,72,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000028881,KITMETROLOGIA,933889,5690104000,HUGO CESAR CALDERON MARTINEZ (0001068066),JUAN RAMÓN VÁZQUEZ ASCENCIO,33420,7115101001,Materiales en general, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5690104000 - Profesional
5000025183,LAPIZBICSKU30717#2HBGRAFITO12P,933733,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,44,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000024539,LIBRETA,933786,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,189,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000030261,LIBROELECTRONICO,955057,5690303000,DISTRIBUIDORA DE TEXTOS AMERICANOS  S DE RL DE CV   (0000041147),NADIA LEYVA MATA,22086,7115090001,Compra/Suscripción Libros, Bibliografia,Septiembre,SEM 1,2025,UF_5690303000 - EducacionCont OI U4P
5000025603,LONAIMPRESA,937362,5694899000,ELVIRA PATRICIA ARREDONDO ZAPIEN (0001585304),HÉCTOR IVÁN FERNIZA DURÁN,5300,7115120001,Copiado e impresos, Materiales,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
5000024551,LOPERAMIDA,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,270,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024563,LORATADINA,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,385,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5000024537,LUPA,933786,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,68,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5100015039,MANTENIMIENTO DE SOFTWARE,936843,5694999000,MICRONET DE MEXICO SA DE CV    (0000029926),OTILIA GUADALUPE DÍAZ GARCÍA,-5,7112010002,Renta acceso internet, Comunicaciones,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
5100016907,MANTENIMIENTO DE SOFTWARE,947093,5694999000,MIS SERVICES SA DE CV    (0000049147),OTILIA GUADALUPE DÍAZ GARCÍA,-323,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
5000024796,MANTENIMIENTOABOMBADEAGUA,937638,5694801000,BRENDA EUNICE AGUILAR RAMIREZ (0001465829),JOSÉ EDGARD FAVELA LARA,2685,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5000024797,MANTENIMIENTOABOMBADEAGUA,937638,5694899000,BRENDA EUNICE AGUILAR RAMIREZ (0001465829),JOSÉ EDGARD FAVELA LARA,2950,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Agosto,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
5000025136,MANTENIMIENTOAIREACONDICIONADO,938683,5694801000,CONTROLES Y FABRICACIONES DE TORREO SA DE CV   (0000040684),JOSÉ EDGARD FAVELA LARA,30599,7113020001,Conserv. y rep. de equipos y maq., Mantenimiento,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5000024114,MANTENIMIENTOBISAGRAS/HERRAJESPUERTA,936263,5694801000,SERGIO  GUANGORENA CERVANTES (0000531195),JOSÉ EDGARD FAVELA LARA,7590,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5000024438,MANTENIMIENTODESOFTWARE,936843,5694999000,MICRONET DE MEXICO SA DE CV    (0000029926),OTILIA GUADALUPE DÍAZ GARCÍA,688,7112010002,Renta acceso internet, Comunicaciones,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
5000029425,MANTENIMIENTODESOFTWARE,947093,5694999000,MIS SERVICES SA DE CV    (0000049147),OTILIA GUADALUPE DÍAZ GARCÍA,53227,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
5000024798,MANTENIMIENTOELEVADORSCHINDLER143316T,937632,5694801000,ELEVADORES SCHINDLER SA DE CV    (0000038690),JOSÉ EDGARD FAVELA LARA,2890,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5000027961,MANTENIMIENTOELEVADORSCHINDLER143316T,947209,5694801000,ELEVADORES SCHINDLER SA DE CV    (0000038690),JOSÉ EDGARD FAVELA LARA,2890,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
5000029550,MANTENIMIENTOENGENERALINMUEBLES,946744,5694801000,BRENDA EUNICE AGUILAR RAMIREZ (0001465829),JOSÉ EDGARD FAVELA LARA,8700,7113030001,Rep. y mantto. de inmuebles, Mantenimiento,Septiembre,SEM 1,2025,UF_5694801000 - Mantenimiento
5000026846,MANTENIMIENTOEQUIPODEGIMNASIO,943470,5694801000,BESS FITNESS SA DE CV    (0000042873),JOSÉ EDGARD FAVELA LARA,2750,7113020001,Conserv. y rep. de equipos y maq., Mantenimiento,Agosto,SEM 1,2025,UF_5694801000 - Mantenimiento
5000025297,MARCADORACUACOLORBEROLSKU2406C/12,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,294,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000024068,MARCADORMAGISTRALAZORSKU151C/4PMED,932891,5690104000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),ARIEL LAZALDE RUELAS,4838,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690104000 - Profesional
5000025300,MARCADORMAGISTRALAZORSKU151C/4PMED,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,3225,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000025293,MARCADORNEGROSHARPIEPFC4SKU40067,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,275,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000025286,MARCATEXTOAZORSKU192SURTIDOC/5,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,312,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000025177,MARCATEXTOODAMARILLOC2SKU53462,933733,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,20,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000024538,MARCATEXTOS,933786,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,47,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
1900008552,MBFIWT/0,,5695101000,AMEX,,4770,7115030002,Hospedaje, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695101000 - Atraccion Prepa
100144389,McGraw-Hill - vigencia Ago 25,,5692007000,PROVISION DE GASTOS,,18135,7115090007,Colecciones Digitales, Bibliografia,Agosto,SEM 1,2025,UF_5692007000 - Biblioteca
100150424,McGraw-Hill - vigencia Ago 25,,5692007000,PROVISION DE GASTOS,,-18135,7115090007,Colecciones Digitales, Bibliografia,Septiembre,SEM 1,2025,UF_5692007000 - Biblioteca
1900008552,MCTVZU/0,,5695102000,AMEX,,4770,7115030002,Hospedaje, Gastos de Viaje,Agosto,SEM 1,2025,UF_5695102000 - Atraccion Prof
5000024540,MEMORIAUSB,933786,5694099000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),HÉCTOR IVÁN FERNIZA DURÁN,257,7115101008,"Artículos, herramientas y equipo menor", Gastos de Operacion,Agosto,SEM 1,2025,UF_5694099000 - Direccion Finanzas
5000025294,MINAFORAY.5MMC3SKU41362,933330,5690103000,OFFICE DEPOT DE MEXICO SA DE CV    (0000020095),GERARDO ULISES MARTÍNEZ RAMÍREZ,68,7115101003,"Gastos, papeleria y artículos de oficina", Materiales,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000024646,MOCHILAESCOLARGRISIMPRESA,893178,5690103000,MONDELLO PROMOTIONALS SA DE CV    (0000069885),CLAUDIA MARIA GUTIERREZ LACAYO,28440,7108010010,Artículos promocionales, Publicidad,Agosto,SEM 1,2025,UF_5690103000 - Preparatoria
5000024556,NAPROXENO,935725,5692108000,AGUSTIN SANDOVAL GARCIA (0001067007),KARLA ELENA ROBLES JUÁREZ,900,7115101006,Artículos y gastos médicos, Gastos de Operacion,Agosto,SEM 1,2025,UF_5692108000 - TecmiMed Center
5700014858,NORMA PATRICIA RIOS HERNANDEZ,,5692101002,CONCUR/AMEX,,2729,7115101001,Materiales en general, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5692101002 - Vive Profesional
5700014858,NORMA PATRICIA RIOS HERNANDEZ,,5694899000,CONCUR/AMEX,,3780,7115101001,Materiales en general, Gastos de Operacion,Septiembre,SEM 1,2025,UF_5694899000 - Dir Planta Fisica
1900008552,NVCYRM/L03111138,,5692101001,AMEX,,2174,7115030002,Hospedaje, Gastos de Viaje,Agosto,SEM 1,2025,UF_5692101001 - Vive Preparatoria
100147570,OC 827880 BlueCat Vigencia 1 Dic al 30 Nov 2025 PO,,5694999000,GASTOS DE TI,,13311,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155300,OC 827880 BlueCat Vigencia 1 Dic al 30 Nov 2025 PO,,5694999000,GASTOS DE TI,,13311,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100147569,OC 833857 Banner Vigencia Oct 24 a Sep 25 Amortiza,,5694999000,GASTOS DE TI,,8952,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155299,OC 833857 Banner Vigencia Oct 24 a Sep 25 Amortiza,,5694999000,GASTOS DE TI,,8952,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100147572,OC 844291 Soporte CISCO 24-25 Vig Dic 24 a Nov 25,,5694999000,GASTOS DE TI,,14689,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155302,OC 844291 Soporte CISCO 24-25 Vig Dic 24 a Nov 25,,5694999000,GASTOS DE TI,,14689,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100147575,OC 844378 Hubspot vigencia 01/dic/24 al 30/nov/25,,5694999000,GASTOS DE TI,,13683,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155305,OC 844378 Hubspot vigencia 01/dic/24 al 30/nov/25,,5694999000,GASTOS DE TI,,13683,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100147571,OC 844482 Mtto ELA/ESA Vig 15 Dic a 14 Dic 25,,5694999000,GASTOS DE TI,,9883,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155301,OC 844482 Mtto ELA/ESA Vig 15 Dic a 14 Dic 25,,5694999000,GASTOS DE TI,,9883,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100147576,OC 854731 Licenciamiento 2025 Microsoft,,5694999000,GASTOS DE TI,,10686,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155306,OC 854731 Licenciamiento 2025 Microsoft,,5694999000,GASTOS DE TI,,10686,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100147578,OC 867342 Sales Force Vig Mar 25 a Feb 26,,5694999000,GASTOS DE TI,,21509,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155308,OC 867342 Sales Force Vig Mar 25 a Feb 26,,5694999000,GASTOS DE TI,,21509,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100147582,OC 894866 R038 IDM Vig. Amortiza Mayo 25,,5694999000,GASTOS DE TI,,2506,7115091002,Renta y mantenimiento de software, Software,Agosto,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
100155312,OC 894866 R038 IDM Vig. Amortiza Mayo 25,,5694999000,GASTOS DE TI,,2506,7115091002,Renta y mantenimiento de software, Software,Septiembre,SEM 1,2025,UF_5694999000 - Operacion Institucional TI
